id,material_code,material_name,unit,material_type,width,length,current_is_splittable,suggest,basis,confidence
695,674,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
699,678,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
700,679,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
708,687,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
709,688,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
710,689,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
717,696,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
720,699,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
721,700,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
722,701,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
723,702,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
724,703,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
725,704,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
726,705,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
727,706,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
733,712,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
734,713,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
735,714,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
736,715,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
737,716,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
738,717,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
742,721,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
751,731,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
756,736,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
761,741,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
771,751,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
773,753,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
783,763,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
784,764,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
785,765,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
786,766,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
787,767,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
791,771,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
796,776,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
799,779,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
803,783,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
804,784,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
805,785,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
806,786,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
808,788,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
810,790,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
811,791,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
814,794,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
818,798,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
832,812,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
895,875,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
991,971,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
992,972,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
993,973,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
994,974,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
995,975,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
996,976,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
997,977,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
998,978,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
999,979,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1001,981,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1002,982,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1003,983,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1004,984,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1007,987,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1008,988,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1009,989,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1010,990,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1011,991,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1012,992,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1019,999,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1020,1000,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1021,1001,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1022,1002,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1023,1003,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1024,1004,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1025,1005,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1026,1006,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1027,1007,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1028,1008,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1031,1011,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1032,1012,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1034,1014,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1035,1015,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1037,1017,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1039,1019,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1040,1020,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1041,1021,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1042,1022,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1043,1023,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1044,1024,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1045,1025,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1046,1026,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1047,1027,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1048,1028,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1049,1029,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1050,1030,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1051,1031,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1053,1033,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1056,1036,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1058,1038,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1064,1044,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1067,1047,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1068,1048,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1069,1049,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1070,1050,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1071,1051,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1072,1052,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1073,1053,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1074,1054,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1075,1055,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1078,1058,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1079,1059,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1081,1061,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1083,1063,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1084,1064,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1085,1065,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1086,1066,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1087,1067,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1088,1068,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1089,1069,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1090,1070,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1091,1071,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1093,1073,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1094,1074,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1095,1075,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1096,1076,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1097,1077,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1098,1078,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1099,1079,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1100,1080,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1101,1081,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1102,1082,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1105,1085,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1106,1086,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1107,1087,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1108,1088,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1109,1089,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1110,1090,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1111,1091,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1112,1092,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1113,1093,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1115,1095,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1118,1098,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1120,1100,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1121,1101,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1122,1102,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1123,1103,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1124,1104,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1125,1105,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1126,1106,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1129,1109,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1131,1111,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1132,1112,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1133,1113,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1135,1115,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1136,1116,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1139,1119,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1140,1120,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1143,1123,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1144,1124,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1145,1125,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1146,1126,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1147,1127,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1148,1128,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1149,1129,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1150,1130,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1151,1131,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1154,1134,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1157,1137,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1158,1138,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1160,1140,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1161,1141,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1164,1144,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1166,1146,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1168,1148,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1169,1149,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1171,1151,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1179,1159,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1180,1160,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1182,1162,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1184,1164,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1187,1167,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1194,1174,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1201,1181,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1202,1182,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1203,1183,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1204,1184,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1205,1185,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1207,1187,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1208,1188,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1209,1189,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1214,1194,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1215,1195,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1217,1197,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1218,1198,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1219,1199,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1223,1203,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1224,1204,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1225,1205,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1226,1206,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1228,1208,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1230,1210,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1232,1212,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1233,1213,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1234,1214,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1235,1215,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1236,1216,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1237,1217,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1238,1218,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1239,1219,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1240,1220,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1243,1223,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1244,1224,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1246,1226,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1248,1228,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1250,1230,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1252,1232,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1255,1235,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1257,1237,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1261,1241,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1262,1242,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1263,1243,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1264,1244,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1265,1245,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1267,1247,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1268,1248,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1269,1249,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1270,1250,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1273,1253,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1274,1254,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1275,1255,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1276,1256,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1277,1257,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1278,1258,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1279,1259,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1280,1260,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1281,1261,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1282,1262,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1283,1263,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1284,1264,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1286,1266,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
1287,1267,原材料,个,1,,0.0000,1,0,"占位数据：名称字面为「原材料」且编码为纯数字，无真实物料语义",高
